x,y,dx,dy,speed,dt
1196,393,13.0,8.0,1889.5954172676268,0.00807809829711914
1196,393,0.0,0.0,0.0,0.008181095123291016
1207,403,11.0,10.0,1801.7919323571923,0.008250713348388672
1220,414,13.0,11.0,2052.5424107632566,0.008296728134155273
1232,427,12.0,13.0,2178.713782769828,0.008120298385620117
1243,438,11.0,11.0,1893.8830145324782,0.008213996887207031
1251,449,8.0,11.0,1604.7906315415653,0.008475542068481445
1255,458,4.0,9.0,1211.3751407144837,0.008130311965942383
1260,467,5.0,9.0,1274.5116192332903,0.00807809829711914
1261,476,1.0,9.0,1118.9982354142455,0.008092403411865234
1261,482,0.0,6.0,703.899753859924,0.008523941040039062
1261,490,0.0,8.0,984.6650820201309,0.008124589920043945
1261,500,0.0,10.0,1226.6557482525664,0.008152246475219727
1261,514,0.0,14.0,1701.8884155001015,0.008226156234741211
1261,524,0.0,10.0,1220.37417440135,0.008194208145141602
1260,542,-1.0,18.0,2205.7727737578343,0.008172988891601562
1257,556,-3.0,14.0,1750.161575991148,0.008180856704711914
1254,565,-3.0,9.0,1165.8217314893975,0.00813746452331543
1248,582,-6.0,17.0,2205.7727737578343,0.008172988891601562
1241,596,-7.0,14.0,1922.381249043804,0.008142232894897461
1232,607,-9.0,11.0,1731.6057725062258,0.00820779800415039
1224,622,-8.0,15.0,1936.16553072474,0.008780241012573242
1219,633,-5.0,11.0,1424.8353358045379,0.008480310440063477
1200,657,-19.0,24.0,3005.232828759868,0.010185718536376953
1194,662,-6.0,5.0,925.0433867973338,0.008443117141723633
1187,672,-7.0,10.0,1474.0874422807303,0.008280754089355469
1176,680,-11.0,8.0,1643.344437870405,0.008276700973510742
1168,689,-8.0,9.0,1461.3613121207964,0.008239984512329102
1157,700,-11.0,11.0,1904.1076725909165,0.008169889450073242
1140,708,-17.0,8.0,2154.3458715085685,0.008721113204956055
1129,718,-11.0,10.0,1765.96838141931,0.008418083190917969
1114,724,-15.0,6.0,1884.7121206483585,0.008571863174438477
